institution,label,city,institution_state,inst_level,statefips
030277,PACIFIC COLLEGE OF ORIENTAL MED,SAN DIEGO,CA,I,06
030282,TRINITY COLLEGE OF FLORIDA,TRINITY,FL,I,12
030297,"UNIVERSAL TECHNOLOGY CLG OF PR, INC",AGUADILLA,PR,I,72
030300,OGEECHEE TECHNICAL COLLEGE,STATESBORO,GA,I,13
030306,UTAH COLLEGE OF MASSAGE THERAPY,SALT LAKE CITY,UT,I,49
030309,DIESEL DRIVING ACADEMY,BATON ROUGE,LA,I,22
030314,INTERNATIONAL ACADEMY OF DESIGN AND TECH,TAMPA,FL,I,12
030323,SCHOOL OF AUTOMOTIVE MACHINISTS & TECHNO,HOUSTON,TX,I,48
030325,ALABAMA STATE CLG BARBER STYLING,BIRMINGHAM,AL,I,01
030342,WASHINGTON COUNTY CAREER CENTER ADULT TE,MARIETTA,OH,I,39
030344,CONSERVATORY RECORDING ARTS & SCIS,TEMPE,AZ,I,04
030345,OWENSBORO COMMUNITY & TECHNICAL COLLEGE,OWENSBORO,KY,I,21
030352,TINT SCHOOL OF MAKEUP & COSMETOLOGY,GRAND PRAIRIE,TX,I,48
030353,SOUTHERN CAREERS INSTITUTE,AUSTIN,TX,I,48
030357,LAS POSITAS COLLEGE,LIVERMORE,CA,I,06
030359,NATIONAL AVIATION ACADEMY,CLEARWATER,FL,I,12
030375,HODGES UNIVERSITY,NAPLES,FL,I,12
030399,FREMONT COLLEGE,CERRITOS,CA,I,06
030425,CARRINGTON COLLEGE,PORTLAND,OR,I,41
030428,"VIRGINIA BEACH CITY SCHOOLS, SCH.-PR.NSG",VIRGINIA BEACH,VA,I,51
030431,THOMAS MORE COLLEGE OF LIBERAL ARTS,MERRIMACK,NH,I,33
030432,BRIGHTWOOD COLLEGE,LAS VEGAS,NV,I,32
030439,NEWSCHOOL OF ARCHITECTURE & DESIGN,SAN DIEGO,CA,I,06
030511,CHISHOLM TRAIL TECHNOLOGY CENTER,OMEGA,OK,I,40
030514,AUBURN CAREER CENTER,CONCORD TOWNSHIP,OH,I,39
030515,US GRANT JOINT VOCATIONAL SCHOOL,BETHEL,OH,I,39
030523,KENNETH SHULER SCH COSM & HAIR DESG,NORTH AUGUSTA,SC,I,45
030541,ROYALE COLLEGE OF BEAUTY,TEMECULA,CA,I,06
030611,GENESIS CAREER COLLEGE: LEBANON CAMPUS,LEBANON,TN,I,47
030612,MIDWEST COLLEGE OF ORIENTAL MEDICINE,RACINE,WI,I,55
030618,STAR COLLEGE OF COSMETOLOGY,TYLER,TX,I,48
030619,COLEGIO TECHNOLOGICO Y COMERCIAL DE PUER,AGUADA,PR,I,72
030624,MT DIABLO ADULT EDUC LOMA VISTA CTR,CONCORD,CA,I,06
030627,PLATT COLLEGE,LOS ANGELES,CA,I,06
030633,NORTHWEST ARKANSAS COMMUNITY COLLEG,BENTONVILLE,AR,I,05
030634,MODERN TECHNOLOGY SCHOOL,FOUNTAIN VALLEY,CA,I,06
030646,TEXAS SOUTHMOST COLLEGE,BROWNSVILLE,TX,I,48
030650,LUCAS MARC ACADEMY,RICHLAND,WA,I,53
030653,TREND SETTERS COLL OF COSMETOLOGY,BRADLEY,IL,I,17
030659,BUCKEYE CAREER CENTER,NEW PHILADELPHIA,OH,I,39
030663,BRYAN CAREER COLLEGE,SPRINGFIELD,MO,I,29
030665,SOUTHEASTERN TECHNICAL COLLEGE,VIDALIA,GA,I,13
030666,BAY MILLS COMMUNITY COLLEGE,BRIMLEY,MI,I,26
030669,INTELLITEC COLLEGE,GRAND JUNCTION,CO,I,08
030674,BALDWIN PARK ADULT SCHOOL,BALDWIN PARK,CA,I,06
030675,INSTITUTE OF TECHNOLOGY,CLOVIS,CA,I,06
030676,RAPHAEL'S SCHOOL OF BEAUTY CULTURE,BOARDMAN,OH,I,39
030682,OHIO CENTER FOR BROADCASTING,VALLEY VIEW,OH,I,39
030684,STAR BEAUTY ACADEMY,BAYAMON,PR,I,72
030686,SPECIAL SCHOOL DISTRICT OF ST. LOUIS CO.,SUNSET HILLS,MO,I,29
030691,ALLEN COLLEGE,WATERLOO,IA,I,19
030695,SAGE COLLEGE,MORENO VALLEY,CA,I,06
030702,CENTRAL COLLEGE OF COSMETOLOGY,WAYNESVILLE,MO,I,29
030704,ITT TECHNICAL INSTITUTE,SAN BERNARDINO,CA,I,06
030705,D'MART INSTITUTE,BARRANQUITAS,PR,I,72
030709,SE MO HOSP CLG NURSING & HEALTH SCI,CAPE GIRARDEAU,MO,I,29
030714,ITT TECHNICAL INSTITUTE,SAN ANTONIO,TX,I,48
030716,COLLEGE OF BUSINESS & TECHNOLOGY,MIAMI,FL,I,12
030718,ITT TECHNICAL INSTITUTE,SPOKANE VALLEY,WA,I,53
030719,MOUNT CARMEL COLLEGE OF NURSING,COLUMBUS,OH,I,39
030722,CHANDLER-GILBERT COMMUNITY COLLEGE,CHANDLER,AZ,I,04
030724,ALL-STATE CAREER - WEST MIFFLIN CAMPUS,WEST MIFFLIN,PA,I,42
030726,DCI CAREER INSTITUTE,MONACA,PA,I,42
030734,ITT TECHNICAL INSTITUTE,KNOXVILLE,TN,I,47
030745,EAST-WEST COLLEGE OF THE HEALING ARTS,PORTLAND,OR,I,41
030752,TWIN CITY BEAUTY COLLEGE,ST JOSEPH,MI,I,26
030756,EMMA'S BEAUTY ACADEMY,JUANA DIAZ,PR,I,72
030761,SOUTHWESTERN COLLEGE,SANTA FE,NM,I,35
030763,BEULAH HEIGHTS BIBLE COLLEGE,ATLANTA,GA,I,13
030765,FAYETTE INSTITUTE OF TECHNOLOGY,OAK HILL,WV,I,54
030772,COSMETOLOGY CONCEPTS INSTITUTE,COLUMBIA,MO,I,29
030775,RABBI JACOB JOSEPH SCHOOL,EDISON,NJ,I,34
030777,DECKER COLLEGE,LOUISVILLE,KY,I,21
030778,ROSS COLLEGE-CANTON,CANTON,OH,I,39
030780,OHIO CENTER FOR BROADCASTING,CINCINNATI,OH,I,39
030784,CAMEO BEAUTY ACADEMY,OAK LAWN,IL,I,17
030790,ETI TECHNICAL COLLEGE,NILES,OH,I,39
030791,NORTH CENTRAL INSTITUTE,CLARKSVILLE,TN,I,47
030798,GEORGE T BAKER AVIATION,MIAMI,FL,I,12
030799,CITY COLLEGE,ALTAMONTE SPRINGS,FL,I,12
030816,DELAWARE CHENANGO MADISON OTSEGO BOCES,NORWICH,NY,I,36
030819,YTI CAREER INSTITUTE - ALTOONA,ALTOONA,PA,I,42
030821,MYOTHERAPY COLLEGE OF UTAH,SALT LAKE CITY,UT,I,49
030829,ROSEL SCHOOL OF COSMETOLOGY,CHICAGO,IL,I,17
030830,OZARKS TECHNICAL COMMUNITY COLLEGE,SPRINGFIELD,MO,I,29
030838,HEARTLAND COMMUNITY COLLEGE,NORMAL,IL,I,17
030842,VALLEY COLLEGE,PRINCETON,WV,I,54
030844,VALLEY COLLEGE,BECKLEY,WV,I,54
030847,VENTURA ADULT AND CONTINUING EDUCATION,VENTURA,CA,I,06
030848,DELAWARE AREA CAREER CENTER,DELAWARE,OH,I,39
030857,PROFESSIONAL TECHNICAL INSTITUTION,BAYAMON,PR,I,72
030874,ITT TECHNICAL INSTITUTE,TORRANCE,CA,I,06
030875,ITT TECHNICAL INSTITUTE,GREENFIELD,WI,I,55
030876,ITT TECHNICAL INSTITUTE,LAKE MARY,FL,I,12
030891,GEORGIA INSTITUTE OF COSMETOLOGY,ATHENS,GA,I,13
030892,NOUVELLE INSTITUTE,MIAMI,FL,I,12
030893,HERITAGE BIBLE COLLEGE,DUNN,NC,I,37
030900,SHARP'S ACADEMY OF HAIRSTYLING,GRAND BLANC,MI,I,26
030913,REGENT UNIVERSITY,VIRGINIA BEACH,VA,I,51
030926,MESSENGER COLLEGE,EULESS,TX,I,48
030948,INDUSTRIAL MANAGEMENT & TRAINING,WATERBURY,CT,I,09
030955,ASA INST BUSINESS & COMPUTER TECH,BROOKLYN,NY,I,36
030956,VANTAGE CAREER CENTER,VAN WERT,OH,I,39
030962,CHARLES STUART SCHOOL,BROOKLYN,NY,I,36
030964,LEECH LAKE TRIBAL COLLEGE,CASS LAKE,MN,I,27
030970,MERCY COLLEGE OF OHIO,TOLEDO,OH,I,39
030977,CENTRAL CALIF SCH CONTINUING EDUC,SAN LUIS OBISPO,CA,I,06
030978,CARSTEN INSTITUTE OF COSMETOLOGY,NEW YORK,NY,I,36
030980,ST JOHN'S COLLEGE OF NURSING,SPRINGFIELD,IL,I,17
030982,YO SAN UNIV TRADITIONAL CHINESE MED,LOS ANGELES,CA,I,06
030987,ACADEMY OF COURT REPORTING,BOISE,ID,I,16
030990,CORTIVA INSTITUTE - SEATTLE,SEATTLE,WA,I,53
030996,MERCY HOSPITAL SCHOOL OF PRACTICAL NSG,MIAMI,FL,I,12
031001,PARAMOUNT BEAUTY ACADEMY,PORTSMOUTH,OH,I,39
031004,COCONINO COUNTY COMMUNITY COLLEGE,FLAGSTAFF,AZ,I,04
031007,CARROLL COMMUNITY COLLEGE,WESTMINSTER,MD,I,24
031008,TAYLOR TECHNICAL INSTITUTE,PERRY,FL,I,12
031009,LUTHER RICE UNIVERSITY,LITHONIA,GA,I,13
031010,NEW DIMENSION SCHOOL OF HAIR DESIGN,JOPLIN,MO,I,29
031013,GRANITE STATE COLLEGE,CONCORD,NH,I,33
031014,FORBES ROAD CAREER & TECHNOLOGY CTR,MONROEVILLE,PA,I,42
031018,ILLINOIS CENTER FOR BROADCASTING,LOMBARD,IL,I,17
031019,TRINITY BAPTIST COLLEGE,JACKSONVILLE,FL,I,12
031020,RIVERTOWN SCHOOL OF BEAUTY,COLUMBUS,GA,I,13
031021,MORGANTOWN BEAUTY COLLEGE,MORGANTOWN,WV,I,54
031033,JNA INSTITUTE OF CULINARY ARTS,PHILADELPHIA,PA,I,42
031034,SOUTH TEXAS COLLEGE,MCALLEN,TX,I,48
031038,SOUTHERN SCHOOL OF BEAUTY,DURANT,OK,I,40
031039,MARION COUNTY COMMUNITY TECH & ADUL,OCALA,FL,I,12
031040,SHAWSHEEN ADULT TECHNICAL INSTITUTE,BILLERICA,MA,I,25
031042,CAROLINAS COLLEGE OF HEALTH SCIENCE,CHARLOTTE,NC,I,37
031043,CAREER BLAZERS LEARNING CENTER OF WASHIN,WASHINGTON,DC,I,11
031044,PROFESSIONAL ELECTRIC SCHOOL,MANATI,PR,I,72
031045,ATLANTA INSTITUTE OF MUSIC,DULUTH,GA,I,13
031047,TEXAS COLLEGE OF COSMETOLOGY - SAN ANGEL,SAN ANGELO,TX,I,48
031052,BAPTIST HEALTH SCHOOLS LITTLE ROCK,LITTLE ROCK,AR,I,05
031060,MISSOURI STATE UNIVERSITY - WEST PLAINS,WEST PLAINS,MO,I,29
031062,FRANCISCAN MISSIONARIES OF OUR LADY UNIV,BATON ROUGE,LA,I,22
031065,SENTARA COLLEGE OF HEALTH SCIENCES,CHESAPEAKE,VA,I,51
031069,ESCUELA DE PERITOS ELECTRICITAS,ISABELA,PR,I,72
031081,SUMMIT COLLEGE,COLTON,CA,I,06
031085,EVERGLADES UNIVERSITY,BOCA RATON,FL,I,12
031086,COM-PU-MED VOCATIONAL CAREERS,HIALEAH,FL,I,12
031090,LIVING ARTS COLLEGE,RALEIGH,NC,I,37
031091,METROPOLITAN CAREER CENTER,PHILADELPHIA,PA,I,42
031095,DONGGUK  UNIVERSITY LOS ANGELES,LOS ANGELES,CA,I,06
031097,CADILLAC INSTITUTE OF COSMETOLOGY,CADILLAC,MI,I,26
031098,PONCA CITY BEAUTY COLLEGE,PONCA CITY,OK,I,40
031104,HAIRITAGE HAIR ACADEMY,SAINT GEORGE,UT,I,49
031107,AVIATION INSTITUTE OF MAINTENANCE,PHILADELPHIA,PA,I,42
031109,HOUSE OF HEAVILIN BEAUTY COLLEGE,RAYMORE,MO,I,29
031110,MID-CITIES BARBER COLLEGE,GRAND PRAIRIE,TX,I,48
031121,JOHN DEWEY COLLEGE,HATO REY,PR,I,72
031133,UEI COLLEGE,FRESNO,CA,I,06
031134,ACADEMY OF PALM BEACH,LAKE WORTH,FL,I,12
031136,SOUTHERN CALIFORNIA INST OF TECHNOL,ANAHEIM,CA,I,06
031147,PRAXIS INSTITUTE,MIAMI,FL,I,12
031150,ARIZONA COLLEGE OF ALLIED HEALTH,GLENDALE,AZ,I,04
031152,MOTORING TECHNICAL TRAINING INST,SEEKONK,MA,I,25
031153,GENESEE VALLEY BOCES,BATAVIA,NY,I,36
031155,ADVENTIST UNIVERSITY OF HEALTH SCIENCES,ORLANDO,FL,I,12
031158,BRIGHTWOOD COLLEGE,SAN ANTONIO,TX,I,48
031159,TRINITY COLLEGE OF PUERTO RICO,PONCE,PR,I,72
031161,VOGUE BEAUTY AND BARBER SCHOOL,HIRAM,GA,I,13
031162,DAYTON BARBER COLLEGE,MIAMISBURG,OH,I,39
031164,VANGUARD-SENTINELL VOC SCH DISTRICT,FREMONT,OH,I,39
031166,EAST SAN GABRIEL VLY REG OCCUP PROG,WEST COVINA,CA,I,06
031170,ASHLAND COUNTY-W HOLMES CAREER CTR,ASHLAND,OH,I,39
031203,COLLEGE AMERICA,FLAGSTAFF,AZ,I,04
031204,REGIONAL CAREER & TECHNICAL CENTER,ERIE,PA,I,42
031207,NEW YORK CONSERVATORY FOR DRAMATIC ARTS,NEW YORK,NY,I,36
031225,ACADEMIA SERRANT INC.,PONCE,PR,I,72
031226,EASTERN INTERNATIONAL COLLEGE,JERSEY CITY,NJ,I,34
031229,YORK COUNTY COMMUNITY COLLEGE,WELLS,ME,I,23
031239,SOUTHEASTERN COLLEGE,GREENACRES,FL,I,12
031240,NORTHWESTERN TECHNOLOGICAL INST,SOUTHFIELD,MI,I,26
031242,NOVA COLLEGE DE PUERTO RICO,BAYAMON,PR,I,72
031248,PLATT COLLEGE - LAWTON,LAWTON,OK,I,40
031249,IMAGINE -  PAUL MITCHELL PARTNER SCHOOL,NORTH LITTLE ROCK,AR,I,05
031251,COLLEGE OF MENOMINEE NATION,KESHENA,WI,I,55
031253,JOHN WESLEY INTER. BARBER & BTY CLG,LONG BEACH,CA,I,06
031254,"ART INSTITUTE OF CALIFORNIA, HOLLYWOOD",NORTH HOLLYWOOD,CA,I,06
031256,MIAMI AD SCHOOL,MIAMI BEACH,FL,I,12
031258,PREMIERE CAREER COLLEGE,IRWINDALE,CA,I,06
031262,GREEN COUNTRY AREA VOC TECH SCHOOL,OKMULGEE,OK,I,40
031263,AVIATION INSTITUTE OF MAINTENANCE,CHESAPEAKE,VA,I,51
031271,YESHIVAS NOVOMINSK,BROOKLYN,NY,I,36
031275,ADVANCED TECHNOLOGY INSTITUTE,VIRGINIA BEACH,VA,I,51
031276,"WATKINS COLLEGE OF ART, DESIGN & FILM",NASHVILLE,TN,I,47
031279,TECHNICAL EDUCATION CTR OSCEOLA,KISSIMMEE,FL,I,12
031281,COLLEGE OF HEALTH CARE PROFESSIONS (THE),HOUSTON,TX,I,48
031284,DELAWARE COUNTY TECHNICAL SCHOOL,BROOMALL,PA,I,42
031285,NATIONAL LATINO EDUCATION INSTITUTE,CHICAGO,IL,I,17
031287,MT SIERRA COLLEGE,MONROVIA,CA,I,06
031291,FOND DU LAC TRIBAL & COMMUNITY CLG,CLOQUET,MN,I,27
031292,RABBINICAL CLG OHR SHIMAR YISROEL,BROOKLYN,NY,I,36
031305,URBAN COLLEGE OF BOSTON,BOSTON,MA,I,25
031313,FIVE BRANCHES UNIVERSITY,SANTA CRUZ,CA,I,06
031395,MONTESSORI SCHOOLS OF WASHINGTON,EVERETT,WA,I,53
031444,AMERICAN CLG OF HEALTH PROFESSIONS,RIVERSIDE,CA,I,06
031473,YESHIVA D'MONSEY,MONSEY,NY,I,36
031505,A - TECHNICAL COLLEGE,HUNTINGTON PARK,CA,I,06
031533,AMER COLL OF ACUPUNCTURE & O.M.,HOUSTON,TX,I,48
031555,OCONEE FALL LINE TECHNICAL COLLEGE,SANDERSVILLE,GA,I,13
031563,ESTRELLA MOUNTAIN COMMUNITY COLLEGE,AVONDALE,AZ,I,04
031564,AOMA,AUSTIN,TX,I,48
031576,"COLEGIO DE CINEMATOGRAFIA, ARTES Y TELEV",BAYAMON,PR,I,72
031583,LEE COUNTY HIGH TECH CENTER NORTH,CAPE CORAL,FL,I,12
031603,AVTEC - ALASKA'S INSTITUTE OF TECHNOLOGY,SEWARD,AK,I,02
031633,PACIFIC STATES UNIVERSITY,LOS ANGELES,CA,I,06
031643,THE CREATIVE CENTER,OMAHA,NE,I,31
031693,STUDIO JEWELERS,NEW YORK,NY,I,36
031703,TEXAS A&M UNIVERSITY-TEXARKANA,TEXARKANA,TX,I,48
031763,AVIATION INSTITUTE OF MAINTENANCE,INDIANAPOLIS,IN,I,18
031795,TEXAS HEALTH AND SCIENCE UNIVERSITY,AUSTIN,TX,I,48
031804,PENNSYLVANIA HIGHLANDS COMMUNITY COLLEGE,JOHNSTOWN,PA,I,42
031814,MERKAZ BNOS,BROOKLYN,NY,I,36
031823,NEW HAMPSHIRE INSTITUTE OF ART,MANCHESTER,NH,I,33
031853,PHAGANS GRANTS PASS COLLEGE OF BTY,GRANTS PASS,OR,I,41
031933,MANHATTAN SCHOOL OF COMPUTER TECH,BROOKLYN,NY,I,36
031963,LINCOLN TECHNICAL INSTITUTE - SOMERVILLE,SOMERVILLE,MA,I,25
031984,MID-DEL AREA VOCATIONAL & TECH SCH,MIDWEST,OK,I,40
032033,NEW YORK INSTITUTE OF MASSAGE,WILLIAMSVILLE,NY,I,36
032054,JOLIE HAIR & BEAUTY ACADEMY,LUDLOW,MA,I,25
032063,MESALANDS COMMUNITY COLLEGE,TUCUMCARI,NM,I,35
032103,LE CORDON BLEU COLLEGE OF CULINARY ARTS,PASADENA,CA,I,06
032143,VELVATEX COLLEGE OF BEAUTY CULTURE,LITTLE ROCK,AR,I,05
032183,POTOMAC COLLEGE,WASHINGTON,DC,I,11
032203,"PROFESSIONAL HAIR DESIGN ACADEMY, THE",EAU CLAIRE,WI,I,55
032243,NEW PROFESSIONS TECHNICAL INSTITUTE,MIAMI,FL,I,12
032253,AMERICAN UNIVERSITY OF HEALTH SCIENCES,SIGNAL HILL,CA,I,06
032303,OKALOOSA TECHNICAL COLLEGE AND CHOICE HI,FORT WALTON BEACH,FL,I,12
032323,LINCOLN TECHNICAL INSTITUTE - LINCOLN,LINCOLN,RI,I,44
032343,CHARTER OAK STATE COLLEGE,NEW BRITAIN,CT,I,09
032353,MASSACHUSETTS SCHOOL OF LAW,ANDOVER,MA,I,25
032373,ANSON COLLEGE OF COSMETOLOGY,WADESBORO,NC,I,37
032383,FLORIDA COLLEGE OF INTEGRATIVE MED,ORLANDO,FL,I,12
032403,TONI & GUY HAIRDRESSING ACADEMY,WORCESTER,MA,I,25
032423,CAREER NETWORK INSTITUTE,ORANGE,CA,I,06
032483,BOSTON BAPTIST COLLEGE,BOSTON,MA,I,25
032503,COMMUNITY BASED EDUCATION AND DEVELOPMEN,LOS ANGELES,CA,I,06
032533,PAUL MITCHELL THE SCHOOL MEMPHIS,BARTLETT,TN,I,47
032553,FLORIDA GULF COAST UNIVERSITY,FORT MYERS,FL,I,12
032563,YESHIVA GEDOLAH RABBINICAL COLLEGE,MIAMI BEACH,FL,I,12
032603,CALIFORNIA STATE U-MONTEREY BAY,SEASIDE,CA,I,06
032633,TRAXLER'S SCHOOL OF HAIR,JACKSON,MS,I,28
032643,SOUTH FLORIDA BIBLE COLLEGE AND THEOLOGI,DEERFIELD BEACH,FL,I,12
032663,BETHESDA UNIVERSITY OF CALIFORNIA,ANAHEIM,CA,I,06
032673,CAPELLA UNIVERSITY,MINNEAPOLIS,MN,I,27
032723,BRIGHTWOOD COLLEGE,DALLAS,TX,I,48
032763,ACADEMY OF HAIR DESIGN,LUFKIN,TX,I,48
032773,ACADEMY OF HAIR DESIGN,BEAUMONT,TX,I,48
032793,MYOTHERAPY INSTITUTE,LINCOLN,NE,I,31
032804,CORTIVA INSTITUTE - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,I,51
032833,NORTHWEST HVAC/R ASSOCIATION & TRAINING,SPOKANE,WA,I,53
032933,STRAND COLLEGE OF HAIR DESIGN,MYRTLE BEACH,SC,I,45
032943,BLUE CLIFF SCH THERAPEUTIC MASSAGE,METAIRIE,LA,I,22
032963,BALTIMORE SCHOOL OF MASSAGE,LINTHICUM,MD,I,24
032993,PACIFIC COLLEGE,COSTA MESA,CA,I,06
033033,NORTHWEST EDUCATIONAL CENTER,HOUSTON,TX,I,48
033043,CENTURA COLLEGE,COLUMBIA,SC,I,45
033063,MONTESSORI EDUC CRT OF THE ROCKIES,BOULDER,CO,I,08
033163,LINCOLN TECHNICAL INSTITUTE - HARTFORD,HARTFORD,CT,I,09
033164,FUNERAL INSTITUTE OF THE NORTHEAST,NORWOOD,MA,I,25
033193,CREATIVE IMAGES-A CERTIFIED MATRIX,DAYTON,OH,I,39
033233,LITTLE PRIEST TRIBAL COLLEGE,WINNEBAGO,NE,I,31
033243,CENTRAL CAREER SCHOOL,SOUTH PLAINFIELD,NJ,I,34
033273,HAIR ACADEMY II,HILLCREST HEIGHTS,MD,I,24
033274,ACUPUNCTURE AND INTEGRATIVE MEDICINE COL,BERKELEY,CA,I,06
033283,FRANKLIN CAREER INSTITUTE,BROOKLYN,NY,I,36
033323,SOUTHERN CA BIBLE CLG & SEMINARY,EL CAJON,CA,I,06
033326,DELTA COLLEGE,COVINGTON,LA,I,22
033363,CENTURY COLLEGE,AGUADILLA,PR,I,72
033394,WESTERN GOVERNORS UNIVERSITY,SALT LAKE CITY,UT,I,49
033463,ACAD FOR PRAC NURSING & HEALTH OCCP,WEST PALM BEACH,FL,I,12
033473,INTERNATIONAL BAPTIST COLLEGE,CHANDLER,AZ,I,04
033563,MEDICAL TRAINING COLLEGE,BATON ROUGE,LA,I,22
033583,ALLEN SCHOOL,JAMAICA,NY,I,36
033613,MEDICAL ARTS MASSAGE SCHOOL,RALEIGH,NC,I,37
033614,FORTIS COLLEGE,FOLEY,AL,I,01
033673,PROFESSIONAL GOLFERS CAREER COLLEGE,TEMECULA,CA,I,06
033674,COMMUNITY CARE COLLEGE,TULSA,OK,I,40
033683,MIDWEST TECHNICAL INSTITUTE,SPRINGFIELD,IL,I,17
033713,TONI&GUY HAIRDRESSING ACADEMY,CARROLLTON,TX,I,48
033723,NORTHWEST VISTA COLLEGE,SAN ANTONIO,TX,I,48
033733,BEACON COLLEGE,LEESBURG,FL,I,12
033823,BRADFORD-UNION AREA CAREERTECHNICAL CENT,STARKE,FL,I,12
034003,CAREER QUEST,SAN ANTONIO,TX,I,48
034033,EPIC BIBLE COLLEGE,SACRAMENTO,CA,I,06
034095,CHESTER CAREER COLLEGE,CHESTER,VA,I,51
034096,BENNETT CAREER INSTITUTE,WASHINGTON,DC,I,11
034114,INTERNATIONAL TRAINING CAREERS,MIAMI,FL,I,12
034123,ADVANCED BARBER COLLEGE & HAIR DESI,WESLACO,TX,I,48
034133,MOUNTAINLAND APPLIED TECHNOLOGY COLLEGE,LEHI,UT,I,49
034143,MONTECLARO,RIO GRANDE,PR,I,72
034145,ACUPUNCTURE AND MASSAGE COLLEGE,MIAMI,FL,I,12
034163,COMPUTER SYSTEMS INSTITUTE,SKOKIE,IL,I,17
034165,DALLAS NURSING INSTITUTE,DALLAS,TX,I,48
034183,GWINNETT COLLEGE-SANDY SPRINGS,SANDY SPRINGS,GA,I,13
034223,MILAN INSTITUTE,SAN ANTONIO,TX,I,48
034224,COLLEGE OF BIBLICAL STUDIES-HOUSTON,HOUSTON,TX,I,48
034225,BLUE CLIFF COLLEGE - SHREVEPORT,SHREVEPORT,LA,I,22
034226,BLUE CLIFF COLLEGE - LAFAYETTE,LAFAYETTE,LA,I,22
034245,NEW COMMUNITY WORKFORCE DEVELOPMENT CENT,NEWARK,NJ,I,34
034253,ROSEDALE BIBLE COLLEGE,IRWIN,OH,I,39
034263,COLLEGE OF HEALTH CARE PROFESSIONS (THE),AUSTIN,TX,I,48
034275,UNIVERSITY OF ANTELOPE VALLEY,LANCASTER,CA,I,06
034283,KLAMATH COMMUNITY COLLEGE,KLAMATH FALLS,OR,I,41
034293,SEACOAST CAREER SCHOOLS,SANFORD,ME,I,23
034303,UNIVERSAL THERAPEUTIC MASSAGE INSTITUTE,ALBUQUERQUE,NM,I,35
034334,NEW CONCEPT MASSAGE AND BEAUTY SCHO,MIAMI,FL,I,12
034335,LIA SCHORR INSTITUTE OF COSMETIC SK,NEW YORK,NY,I,36
034343,FORTIS COLLEGE,ORANGE PARK,FL,I,12
034373,UPPER VALLEY TEACHER TRANING PROGRAM,LEBANON,NH,I,33
034383,PACIFIC ISLANDS UNIVERSITY,MANGILAO,GU,I,66
034403,BAPTIST MEMORIAL COLLEGE OF HEALTH,MEMPHIS,TN,I,47
034404,MARIAN HEALTH CAREERS CENTER,LOS ANGELES,CA,I,06
034413,IOWA SCHOOL OF BEAUTY,SIOUX CITY,IA,I,19
034453,HDS TRUCK DRIVING INSTITUTE,TUCSON,AZ,I,04
034483,BUSINESS INDUSTRIAL RESOURCES,CHICAGO,IL,I,17
034523,INSTITUTO PRE-VOCACIONAL E INDUSTRI,ARECIBO,PR,I,72
034534,SHAWNEE BEAUTY COLLEGE,SHAWNEE,OK,I,40
034553,CRESCENT COSMETOLOGY UNIVERSITY,HAMPTON,VA,I,51
034557,CORTIVA INSTITUTE - CHICAGO,CHICAGO,IL,I,17
034567,CROSSROADS BIBLE COLLEGE,INDIANAPOLIS,IN,I,18
034573,ALLEGHENY WESLEYAN COLLEGE,SALEM,OH,I,39
034583,MY LE'S BEAUTY COLLEGE,SACRAMENTO,CA,I,06
034613,ILISAGVIK COLLEGE,BARROW,AK,I,02
034633,CAREERS UNLIMITED,OREM,UT,I,49
034685,MDT COLLEGE OF HEALTH SCIENCES,HIGHLAND HEIGHTS,OH,I,39
034693,IVAEM COLLEGE,CAGUAS,PR,I,72
034754,TRI-STATE BIBLE COLLEGE,SOUTH POINT,OH,I,39
034793,PROFESSIONAL CAREER INSTITUTE,CERRITOS,CA,I,06
034803,FORTIS COLLEGE - BATON ROUGE,BATON ROUGE,LA,I,22
034835,CASCADIA COMMUNITY COLLEGE,BOTHELL,WA,I,53
034903,PAUL MITCHELL THE SCHOOL CHICAGO,CHICAGO,IL,I,17
034914,AMERICAN ADVANCED TECHNICIANS INST,HIALEAH,FL,I,12
034933,ALL-STATE CAREER SCHOOL,BALTIMORE,MD,I,24
034963,YESHIVA SHAAREI TORAH OF ROCKLAND,SUFFERN,NY,I,36
034984,OMEGA INSTITUTE OF COSMETOLOGY,HOUMA,LA,I,22
035134,APEX SCHOOL OF THEOLOGY,DURHAM,NC,I,37
035135,WILLIAMSON CHRISTIAN COLLEGE,FRANKLIN,TN,I,47
035163,KING'S UNIVERSITY (THE),VAN NUYS,CA,I,06
035193,MISSOURI COLLEGE OF COSMETOLOGY NORTH,SPRINGFIELD,MO,I,29
035233,AVIATION INSTITUTE OF MAINTENANCE,DULUTH,GA,I,13
035253,BLUE CLIFF COLLEGE - GULFPORT,GULFPORT,MS,I,28
035313,UNIVERSIDAD PENTECOSTAL MIZPA,RÍO PIEDRAS,PR,I,72
035324,ADVANCED TRAINING ASSOCIATES,EL CAJON,CA,I,06
035344,AMERICAN INST OF ALTERNATIVE MEDICI,COLUMBUS,OH,I,39
035353,HUNTINGDON COUNTY CAREER AND TECHNO,MILL CREEK,PA,I,42
035363,INSTITUTE FOR THERAPEUTIC MASSAGE,HASKELL,NJ,I,34
035373,NEW YORK AUTOMOTIVE & DIESEL INSTIT,LONG ISLAND CITY,NY,I,36
035383,ALEXANDRIA SCH OF SCIENTIFIC THERAP,ALEXANDRIA,IN,I,18
