institution,label,city,institution_state,inst_level,statefips
005733,BEVILL STATE CMTY COLLEGE-WALKER,SUMITON,AL,I,01
005734,H. COUNCILL TRENHOLM STATE COMMUNITY COL,MONTGOMERY,AL,I,01
005753,OWENS STATE COMMUNITY COLLEGE,TOLEDO,OH,I,39
005754,ROWAN-CABARRUS COMMUNITY COLLEGE,SALISBURY,NC,I,37
005757,LAKE SUPERIOR COLLEGE,DULUTH,MN,I,27
005759,NORTHWEST TECHNICAL COLLEGE - BEMIDJI,BEMIDJI,MN,I,27
005760,NORTHERN MAINE COMMUNITY COLLEGE,PRESQUE ISLE,ME,I,23
005763,CENTRAL GEORGIA TECHNICAL COLLEGE,MACON,GA,I,13
005877,ROBERT J HOCHSTIM SCHOOL OF RADIOG,OCEANSIDE,NY,I,36
005889,UNIVERSITY OF OKLAHOMA-HLTH SCI CTR,OKLAHOMA CITY,OK,I,40
005939,PENNCO TECH,BRISTOL,PA,I,42
005960,WASHINGTON HOSP SCH OF RAD TECH,WASHINGTON,PA,I,42
005987,AVERA SACRED HEART HOSPITAL SCHOOL OF RA,YANKTON,SD,I,46
006136,NATIONAL AVIATION ACADEMY - NEW ENGLAND,BEDFORD,MA,I,25
006139,UNION COUNTY VOCATIONAL TECH INST,SCOTCH PLAINS,NJ,I,34
006165,LA CNTY CLG OF NURSING & ALLD HLTH,LOS ANGELES,CA,I,06
006214,BLESSING RIEMAN COLLEGE OF NURSING,QUINCY,IL,I,17
006225,TRINITY COLLEGE OF NURSING AND HEALTH SC,ROCK ISLAND,IL,I,17
006228,METHODIST COLLEGE,PEORIA,IL,I,17
006240,ST FRANCIS MED CLG OF NRSG,PEORIA,IL,I,17
006257,SAINT ELIZABETH SCHOOL OF NURSING,LAFAYETTE,IN,I,18
006267,UNITYPOINT HEALTH-DES MOINES,DES MOINES,IA,I,19
006273,MERCY COLLEGE OF HEALTH SCIENCES,DES MOINES,IA,I,19
006305,MAINE COLLEGE OF HEALTH PROFESSIONS,LEWISTON,ME,I,23
006324,LABOURE COLLEGE,BOSTON,MA,I,25
006331,LAWRENCE MEM HOSPITAL SCH OF NRSNG,MEDFORD,MA,I,25
006352,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,I,25
006385,CHAMBERLAIN COLLEGE OF NURSING,ADDISON,IL,I,17
006389,BARNES JEWISH COLLEGE OF NURSING AND ALL,SAINT LOUIS,MO,I,29
006392,RESEARCH COLLEGE OF NURSING,KANSAS CITY,MO,I,29
006399,BRYANLGH COLLEGE OF HEALTH SCIENCES,LINCOLN,NE,I,31
006417,HOLY NAME MEDICAL CENTER SCHOOL OF NURSI,TEANECK,NJ,I,34
006421,MUHLENBERG SNYDER SCHOOLS,PLAINFIELD,NJ,I,34
006429,ST FRANCIS MEDICAL CTR SCH NURSING,TRENTON,NJ,I,34
006435,ARNOT OGDEN MEDICAL CENTER,ELMIRA,NY,I,36
006438,PHILLIPS BETH ISRAEL SCH OF NURSING,NEW YORK,NY,I,36
006443,COCHRAN SCH NSG-ST JOHN RVSDE HOSP,YONKERS,NY,I,36
006445,CROUSE HOSP SCH OF NURSING,SYRACUSE,NY,I,36
006461,SAINT ELIZABETH MEDICAL CENTER,UTICA,NY,I,36
006467,SAINT JOSEPH'S COLLEGE OF NURSING,SYRACUSE,NY,I,36
006483,WATTS SCHOOL OF NURSING,DURHAM,NC,I,37
006487,AULTMAN COLLEGE OF NURSING AND HEALTH SC,CANTON,OH,I,39
006489,CHRIST COLLEGE OF NURSING AND HEALTH SCI,CINCINNATI,OH,I,39
006494,GOOD SAMARITAN COLG-NURSING/HEALTH,CINCINNATI,OH,I,39
006507,TRINIT HEALTH SYSTEM SCH OF NURSING,STEUBENVILLE,OH,I,39
006534,CITIZENS SCHOOL OF NURSING,NEW KENSINGTON,PA,I,42
006537,CONEMAUGH VLY MEM HOSP SCH NRSNG,JOHNSTOWN,PA,I,42
006551,ST MARGARET SCHL OF NURSING,PITTSBURGH,PA,I,42
006560,OHIO VALLEY HOSP SCH OF NURSING,MCKEES ROCKS,PA,I,42
006574,"ST LUKE'S HOSPITAL OF BETHLEHEM, PA",BETHLEHEM,PA,I,42
006577,UPMC SHADYSIDE SCHOOL OF NURSING,PITTSBURGH,PA,I,42
006578,SHARON REGIONAL HEALTH SYSTEM SCHOOL OF,SHARON,PA,I,42
006582,WASHINGTON HOSP SCH OF NURSING,WASHINGTON,PA,I,42
006583,WESTERN PENN HOSP-SCH OF NURSING,PITTSBURGH,PA,I,42
006591,ST. JOSEPH HOSP SCH OF NURSING,NORTH PROVIDENCE,RI,I,44
006639,BELLIN COLLEGE,GREEN BAY,WI,I,55
006656,COLLEGE OF DUPAGE,GLEN ELLYN,IL,I,17
006661,ANGELINA COLLEGE,LUFKIN,TX,I,48
006720,COLLEGE OF ALAMEDA,ALAMEDA,CA,I,06
006725,UNIV OF TENNESSEE HEALTH SCIENCE CENTER,MEMPHIS,TN,I,47
006731,CASA LOMA COLLEGE,VAN NUYS,CA,I,06
006750,VALENCIA COMMUNITY COLLEGE,ORLANDO,FL,I,12
006753,ILLINOIS CENTRAL COLLEGE,EAST PEORIA,IL,I,17
006755,BROWN MACKIE COLLEGE (THE -),SALINA,KS,I,20
006756,NORTHSHORE TECHNICAL COLLEGE,BOGALUSA,LA,I,22
006760,UNIVERSITY OF MAINE-AUGUSTA,AUGUSTA,ME,I,23
006768,MID MICHIGAN COMMUNITY COLLEGE,HARRISON,MI,I,26
006771,COLLEGE FOR CREATIVE STUDIES,DETROIT,MI,I,26
006775,RAINY RIVER COMMUNITY COLLEGE,INTERNATIONAL FALLS,MN,I,27
006777,FLATHEAD VALLEY COMMUNITY COLLEGE,KALISPELL,MT,I,30
006782,GENESEE COMMUNITY COLLEGE,BATAVIA,NY,I,36
006785,SCHENECTADY COUNTY COMMUNITY CLG,SCHENECTADY,NY,I,36
006787,CLINTON COMMUNITY COLLEGE,PLATTSBURGH,NY,I,36
006788,TOMPKINS CORTLAND COMMUNITY COLLEGE,DRYDEN,NY,I,36
006789,COLUMBIA-GREENE COMMUNITY COLLEGE,HUDSON,NY,I,36
006791,SUNY AT PURCHASE,PURCHASE,NY,I,36
006804,LAKELAND COMMUNITY COLLEGE,KIRTLAND,OH,I,39
006807,COMMUNITY COLLEGE OF BEAVER COUNTY,MONACA,PA,I,42
006810,LEHIGH CARBON COMMUNITY COLLEGE,SCHNECKSVILLE,PA,I,42
006811,LUZERNE COUNTY COMMUNITY COLLEGE,NANTICOKE,PA,I,42
006815,ORANGEBURG-CALHOUN TECHNICAL COLG,ORANGEBURG,SC,I,45
006819,BLUE RIDGE COMMUNITY COLLEGE,WEYERS CAVE,VA,I,51
006835,DYERSBURG STATE COMMUNITY COLLEGE,DYERSBURG,TN,I,47
006836,MOTLOW STATE COMMUNITY COLLEGE,TULLAHOMA,TN,I,47
006858,UNITY COLLEGE,UNITY,ME,I,23
006865,CAMDEN COUNTY COLLEGE,BLACKWOOD,NJ,I,34
006867,COLUMBUS STATE COMMUNITY COLLEGE,COLUMBUS,OH,I,39
006871,THOMAS NELSON COMMUNITY COLLEGE,HAMPTON,VA,I,51
006895,UNIVERSITY OF NEBRASKA-MED CTR,OMAHA,NE,I,31
006901,ROWAN COLLEGE AT GLOUCESTER COUNTY,SEWELL,NJ,I,34
006911,MONTGOMERY COLLEGE,ROCKVILLE,MD,I,24
006931,WAUBONSEE COMMUNITY COLLEGE,SUGAR GROVE,IL,I,17
006935,INVER HILLS COMMUNITY COLLEGE,INVER GROVE HEIGHTS,MN,I,27
006938,LINN BENTON COMMUNITY COLLEGE,ALBANY,OR,I,41
006941,DALLAS CHRISTIAN COLLEGE,DALLAS,TX,I,48
006942,MID-AMERICA CHRISTIAN UNIVERSITY,OKLAHOMA CITY,OK,I,40
006949,KALAMAZOO VALLEY COMMUNITY COLLEGE,KALAMAZOO,MI,I,26
006951,UNIVERSITY OF SOUTH CAROLINA UPSTATE,SPARTANBURG,SC,I,45
006960,MAYSVILLE CMNTY & TECHNCL COLG,MAYSVILLE,KY,I,21
006961,JEFFERSON COMMUNITY AND TECHNICAL COLLEG,LOUISVILLE,KY,I,21
006962,HAZARD COMMUNITY COLLEGE,HAZARD,KY,I,21
006972,BUTTE COMMUNITY COLLEGE,OROVILLE,CA,I,06
006973,CANADA COLLEGE,REDWOOD CITY,CA,I,06
006975,LINCOLN UNIVERSITY,OAKLAND,CA,I,06
006977,GREAT BASIN COLLEGE,ELKO,NV,I,32
006981,GATEWAY COMMUNITY-TECHNICAL COLLEGE,NEW HAVEN,CT,I,09
006982,NAUGATUCK VALLEY COMM-TECH COLG,WATERBURY,CT,I,09
006989,UNIV OF THE VIRGIN ISLANDS-ST CROIX,ST. CROIX,VI,I,78
007012,SAMUEL MERRITT UNIVERSITY,OAKLAND,CA,I,06
007015,UNIV OF THE DISTRICT OF COLUMBIA,WASHINGTON,DC,I,11
007022,CUNY-LEHMAN COLLEGE,BRONX,NY,I,36
007031,PAMLICO COMMUNITY COLLEGE,GRANTSBORO,NC,I,37
007032,MID AMERICA NAZARENE UNIVERSITY,OLATHE,KS,I,20
007035,KETTERING COLLEGE OF MEDICAL ARTS,KETTERING,OH,I,39
007047,LOS ANGELES SOUTHWEST COLLEGE,LOS ANGELES,CA,I,06
007050,BELLUS ACADEMY,NATIONAL CITY,CA,I,06
007085,MOUNT VERNON NAZARENE UNIVERSITY,MOUNT VERNON,OH,I,39
007096,COLLEGE OF THE MAINLAND,TEXAS CITY,TX,I,48
007099,VIRGINIA HIGHLANDS COMMUNITY CLG,ABINGDON,VA,I,51
007106,COUNTY COLLEGE OF MORRIS,RANDOLPH,NJ,I,34
007107,ESSEX COUNTY COLLEGE,NEWARK,NJ,I,34
007108,UNIVERSITY OF PUERTO RICO - RÍO PIEDRAS,RÍO PIEDRAS,PR,I,72
007109,SUNY COLLEGE-OLD WESTBURY,OLD WESTBURY,NY,I,36
007110,DELAWARE COUNTY COMMUNITY COLLEGE,MEDIA,PA,I,42
007111,NORTH COUNTRY COMMUNITY COLLEGE,SARANAC LAKE,NY,I,36
007113,ARIZONA CHRISTIAN UNIVERSITY,PHOENIX,AZ,I,04
007115,MOORPARK COLLEGE,MOORPARK,CA,I,06
007118,PARKLAND COLLEGE,CHAMPAIGN,IL,I,17
007119,REND LAKE COLLEGE,INA,IL,I,17
007121,FAITH BAPTIST BIBLE CLG & THEOL SEM,ANKENY,IA,I,19
007130,NEWBERRY SCHOOLS OF BEAUTY,GRANADA HILLS,CA,I,06
007142,LYLE'S COLLEGE OF BEAUTY,FRESNO,CA,I,06
007164,BRYAN UNIVERSITY,TEMPE,AZ,I,04
007170,LINCOLN LAND COMMUNITY COLLEGE,SPRINGFIELD,IL,I,17
007171,KIRTLAND COMMUNITY COLLEGE,ROSCOMMON,MI,I,26
007187,NORTH ADRIAN'S COLLEGE OF BEAUTY,MODESTO,CA,I,06
007191,NORTHAMPTON COMMUNITY COLLEGE,BETHLEHEM,PA,I,42
007203,SALON SUCCESS ACADEMY,UPLAND,CA,I,06
007204,MODERN BEAUTY ACADEMY,OXNARD,CA,I,06
007206,UNIVERSITY OF PUERTO RICO - CAYEY UNIVER,CAYEY,PR,I,72
007209,REDONDO BEACH BEAUTY COLLEGE,REDONDO BEACH,CA,I,06
007228,UNIVERSITY OF PUERTO RICO - ARECIBO,ARECIBO,PR,I,72
007253,FEDERICO BEAUTY INSTITUTE,SACRAMENTO,CA,I,06
007260,SOUTHWEST VIRGINIA COMMUNITY CLG,RICHLANDS,VA,I,51
007263,HOLY CROSS COLLEGE,NOTRE DAME,IN,I,18
007264,MESIFTA TORAH VODAATH RABBINCAL SEM,BROOKLYN,NY,I,36
007265,CARL SANDBURG COLLEGE,GALESBURG,IL,I,17
007266,PIMA COUNTY COMMUNITY COLLEGE,TUCSON,AZ,I,04
007273,CUNY-BERNARD BARUCH COLLEGE,NEW YORK,NY,I,36
007275,EASTERN GATEWAY COMMUNITY COLLEGE,STEUBENVILLE,OH,I,39
007279,HAWAII PACIFIC UNIVERSITY,HONOLULU,HI,I,15
007283,CENTRAL ARIZONA COLLEGE,COOLIDGE,AZ,I,04
007287,BRAZOSPORT COLLEGE,LAKE JACKSON,TX,I,48
007291,ST LUKE'S COLLEGE,SIOUX CITY,IA,I,19
007297,REDSTONE COLLEGE,BROOMFIELD,CO,I,08
007304,CULINARY INSTITUTE OF AMERICA,HYDE PARK,NY,I,36
007305,PORTER AND CHESTER INSTITUTE OF BRANFORD,BRANFORD,CT,I,09
007327,ITT TECHNICAL INSTITUTE,NEWBURGH,IN,I,18
007329,ITT TECHNICAL INSTITUTE,INDIANAPOLIS,IN,I,18
007350,ANOKA-HENNEPIN TECHNICAL COLLEGE,ANOKA,MN,I,27
007358,UNIVERSITY OF NEBRASKA - CURTIS,CURTIS,NE,I,31
007375,ISLAND DRAFTING & TECHNICAL INST,AMITYVILLE,NY,I,36
007387,LONG ISLAND BEAUTY SCHOOL,HAUPPAUGE,NY,I,36
007388,LONG ISLAND BEAUTY SCHOOL,HEMPSTEAD,NY,I,36
007391,BEAUTY SCHOOL OF MIDDLETOWN,MIDDLETOWN,NY,I,36
007401,MANDL SCHOOL,NEW YORK,NY,I,36
007405,WOOD TOBE - COBURN SCHOOL,NEW YORK,NY,I,36
007430,ANTONELLI INST OF ART & PHOTOGRAPHY,ERDENHEIM,PA,I,42
007436,BRIGHTWOOD CAREER INSTITUTE,PITTSBURGH,PA,I,42
007437,PITTSBURGH TECHNICAL COLLEGE,OAKDALE,PA,I,42
007440,NASHVILLE AUTO DIESEL COLLEGE - NASHVILL,NASHVILLE,TN,I,47
007459,PAIER COLLEGE OF ART,HAMDEN,CT,I,09
007465,AMERICAN ACADEMY OF DRAMATIC ARTS,NEW YORK,NY,I,36
007466,LIM COLLEGE,NEW YORK,NY,I,36
007468,SCHOOL OF VISUAL ARTS,NEW YORK,NY,I,36
007469,"HUSSIAN SCHOOL OF ART, INC.",PHILADELPHIA,PA,I,42
007470,"ART INSTITUTE OF PITTSBURGH, THE",PITTSBURGH,PA,I,42
007473,CHOFFIN CAREER & TECHNICAL CENTER,YOUNGSTOWN,OH,I,39
007484,NEWBURY COLLEGE,BROOKLINE,MA,I,25
007486,NEW ENGLAND INSTITUTE OF ART (THE),BROOKLINE,MA,I,25
007491,BRIGHTWOOD COLLEGE,BALTIMORE,MD,I,24
007502,BERKELEY COLLEGE,WOODLAND PARK,NJ,I,34
007506,LINCOLN TECHNICAL INSTITUTE - UNION,UNION,NJ,I,34
007518,APEX TECHNICAL SCHOOL,NEW YORK,NY,I,36
007522,CONTINENTAL SCH OF BEAUTY CULTURE,ROCHESTER,NY,I,36
007529,"CHESTER COUNTY INTERMEDIATE UNIT, PNP",DOWNINGTOWN,PA,I,42
007531,ACADEMY OF ART UNIVERSITY,SAN FRANCISCO,CA,I,06
007532,FINGER LAKES COMMUNITY COLLEGE,CANANDAIGUA,NY,I,36
007534,NASHVILLE STATE COMMUNITY COLLEGE,NASHVILLE,TN,I,47
007536,COSUMNES RIVER COLLEGE,SACRAMENTO,CA,I,06
007540,MISSOURI BAPTIST UNIVERSITY,ST LOUIS,MO,I,29
007544,APPALACHIAN BIBLE COLLEGE,BRADLEY,WV,I,54
007547,LINCOLN COLLEGE OF TECHNOLOGY - DENVER,DENVER,CO,I,08
007549,COYNE AMERICAN INSTITUTE,CHICAGO,IL,I,17
007555,LAKES REGION COMMUNITY COLLEGE,LACONIA,NH,I,33
007557,ITT TECHNICAL INSTITUTE,EARTH CITY,MO,I,29
007558,LEE COUNTY HIGH TECH CENTER CENTRAL,FORT MYERS,FL,I,12
007560,RIVER VALLEY COMMUNITY COLLEGE,CLAREMONT,NH,I,33
007570,HELENA COLLEGE OF TECHNOLOGY,HELENA,MT,I,30
007573,EMPIRE BEAUTY SCHOOL,ASTORIA,NY,I,36
007578,HUNTINGTON SCHOOL OF BEAUTY CULTURE,HUNTINGTON,WV,I,54
007582,AIMS COMMUNITY COLLEGE,GREELEY,CO,I,08
007588,CAPRI COLLEGE,DUBUQUE,IA,I,19
007591,SOUTHEAST COMM. COLLEGE-ALL CAMPUSES,LINCOLN,NE,I,31
007593,PARISIAN BEAUTY ACADEMY,HACKENSACK,NJ,I,34
007598,HOCKING TECHNICAL COLLEGE,NELSONVILLE,OH,I,39
007600,INTERNATIONAL BEAUTY SCHOOL,MARTINSBURG,WV,I,54
007602,NORTHEASTERN TECHNICAL COLLEGE,CHERAW,SC,I,45
007607,CONCORDE CAREER INSTITUTE,NORTH HOLLYWOOD,CA,I,06
007611,EQ SCHOOL OF HAIR DESIGN,COUNCIL BLUFFS,IA,I,19
007617,CARNEGIE INSTITUTE,TROY,MI,I,26
007628,STATE FAIR COMMUNITY COLLEGE,SEDALIA,MO,I,29
007635,CAPITAL COMMUNITY COLLEGE,HARTFORD,CT,I,09
007640,FAYETTEVILLE TECHNICAL CMTY COLLEGE,FAYETTEVILLE,NC,I,37
007643,UNIVERSITY OF WISCONSIN-FOND DU LAC,FOND DU LAC,WI,I,55
007644,LAKE LAND COLLEGE,MATTOON,IL,I,17
007658,AMER COLL OF HAIRSTYLING-DES MOINES,DES MOINES,IA,I,19
007659,LA JAMES COLLEGE OF HAIRSTYLING,MASON CITY,IA,I,19
007678,SPARTAN COLLEGE OF AERONAUTICS AND TECHN,TULSA,OK,I,40
007684,KISHWAUKEE COLLEGE,MALTA,IL,I,17
007686,SOUTHERN UNIV AT SHREVEPORT/BOSSIER,SHREVEPORT,LA,I,22
007687,JAMES SPRUNT COMMUNITY COLLEGE,KENANSVILLE,NC,I,37
007690,KANKAKEE COMMUNITY COLLEGE,KANKAKEE,IL,I,17
007691,MCHENRY COUNTY COLLEGE,CRYSTAL LAKE,IL,I,17
007692,MORAINE VALLEY COMMUNITY COLLEGE,PALOS HILLS,IL,I,17
007693,SHAWNEE COMMUNITY COLLEGE,ULLIN,IL,I,17
007694,COLLEGE OF LAKE COUNTY,GRAYSLAKE,IL,I,17
007699,SOUTHWEST WISCONSIN TECH COLLEGE,FENNIMORE,WI,I,55
007707,COLUMBIA COLLEGE,SONORA,CA,I,06
007713,SKYLINE COLLEGE,SAN BRUNO,CA,I,06
007717,CAPRI COLLEGE,DAVENPORT,IA,I,19
007730,BURLINGTON COUNTY COLLEGE,PEMBERTON,NJ,I,34
007731,RARITAN VALLEY COMMUNITY COLLEGE,SOMERVILLE,NJ,I,34
007735,ALTIERUS CAREER COLLEGE,TAMPA,FL,I,12
007738,SOUTHERN ARKANSAS UNIVERSITY TECH,CAMDEN,AR,I,05
007756,JOSEFS SCHOOL OF HAIR DESIGN,FARGO,ND,I,38
007759,LINCOLN TECHNICAL INSTITUTE - ALLENTOWN,ALLENTOWN,PA,I,42
007777,REMINGTON COLLEGE - CLEVELAND,CLEVELAND,OH,I,39
007779,LANSDALE SCHOOL OF BUSINESS,NORTH WALES,PA,I,42
007780,NEW CASTLE SCHOOL OF TRADES,PULASKI,PA,I,42
007781,BRIGHTWOOD CAREER INSTITUTE,BROOMALL,PA,I,42
007783,MIDDLE TENNESSEE SCH OF ANESTHESIA,MADISON,TN,I,47
007819,ART INSTITUTE OF PORTLAND (THE),PORTLAND,OR,I,41
007832,LINCOLN TECHNICAL INSTITUTE - PHILADELPH,PHILADELPHIA,PA,I,42
007839,TRIANGLE TECH,PITTSBURGH,PA,I,42
007845,NEW ENGLAND INSTITUTE OF TECHNOLOGY,WARWICK,RI,I,44
007870,HILLSBOROUGH COMMUNITY COLLEGE,TAMPA,FL,I,12
007871,GEORGE C WALLACE STATE CMTY CLG,HANCEVILLE,AL,I,01
007892,SAMPSON COMMUNITY COLLEGE,CLINTON,NC,I,37
007893,FLAGLER COLLEGE,SAINT AUGUSTINE,FL,I,12
007900,BUTTE ACADEMY OF BEAUTY CULTURE,BUTTE,MT,I,30
007911,VIRGILS BEAUTY COLLEGE,MUSKOGEE,OK,I,40
007930,CONCORDE CAREER INSTITUTE,SAN DIEGO,CA,I,06
007933,FRONT RANGE COMMUNITY COLLEGE,WESTMINSTER,CO,I,08
007936,LINCOLN TECHNICAL INSTITUTE,COLUMBIA,MD,I,24
007938,LINCOLN COLLEGE OF TECHNOLOGY,INDIANAPOLIS,IN,I,18
007941,SALON PROFESSIONAL ACADEMY (THE),CEDAR FALLS,IA,I,19
007946,PURDUE UNIVERSITY GLOBAL - HAGERSTOWN,HAGERSTOWN,MD,I,24
007948,WILMINGTON UNIVERSITY,NEW CASTLE,DE,I,10
007950,WEST SHORE COMMUNITY COLLEGE,SCOTTVILLE,MI,I,26
007954,NORMANDALE COMMUNITY COLLEGE,BLOOMINGTON,MN,I,27
007985,SOUTH PIEDMONT COMMUNITY COLLEGE,POLKTON,NC,I,37
007986,HALIFAX COMMUNITY COLLEGE,WELDON,NC,I,37
007987,BLADEN COMMUNITY COLLEGE,DUBLIN,NC,I,37
007988,MARTIN COMMUNITY COLLEGE,WILLIAMSTON,NC,I,37
007993,CALIF STATE UNIV BAKERSFIELD,BAKERSFIELD,CA,I,06
008038,MIDDLESEX COMMUNITY CLG,MIDDLETOWN,CT,I,09
008067,LSU HEALTH SCIENCES CENTR-SHREVEPOR,SHREVEPORT,LA,I,22
008070,PAUL MITCHELL THE SCHOOL ARKANSAS,FAYETTEVILLE,AR,I,05
008071,CONCORDE CAREER INSTITUTE,GARDEN GROVE,CA,I,06
008075,ST JOHN VIANNEY COLLEGE SEMINARY,MIAMI,FL,I,12
008076,JOHN A LOGAN COLLEGE,CARTERVILLE,IL,I,17
008081,CARTERET COMMUNITY COLLEGE,MOREHEAD CITY,NC,I,37
008082,CLEVELAND COMMUNITY COLLEGE,SHELBY,NC,I,37
008083,HAYWOOD COMMUNITY COLLEGE,CLYDE,NC,I,37
008085,MCDOWELL TECHNICAL COMMUNITY CLG,MARION,NC,I,37
008086,CRAVEN COMMUNITY COLLEGE,NEW BERN,NC,I,37
008087,MONTGOMERY COMMUNITY COLLEGE,TROY,NC,I,37
008124,EASTMAN SCH OF MUSIC/UNIV ROCHESTER,ROCHESTER,NY,I,36
008133,ZANE STATE COLLEGE,ZANESVILLE,OH,I,39
008155,EVERGREEN STATE COLLEGE (THE),OLYMPIA,WA,I,53
008175,HOWARD COMMUNITY COLLEGE,COLUMBIA,MD,I,24
008178,EMPIRE BEAUTY SCHOOL,GRAND RAPIDS,MI,I,26
008189,CONTINENTAL SCHOOL OF BEAUTY CULTURE - B,WEST SENECA,NY,I,36
008200,JAMESON MEMORIAL HOSP SCH NURSING,NEW CASTLE,PA,I,42
008216,WAYNE COMMUNITY COLLEGE,GOLDSBORO,NC,I,37
008217,PAUL MITCHELL THE SCHOOL GREEN BAY,GREEN BAY,WI,I,55
008221,UNIVERSAL TECHNICAL INSTITUTE,AVONDALE,AZ,I,04
008228,SEWARD CO COMM CO/AREA TECHNICAL SCHOOL,LIBERAL,KS,I,20
008244,JOHNSON COUNTY COMMUNITY COLLEGE,OVERLAND PARK,KS,I,20
008246,DINÉ COLLEGE,TSAILE,AZ,I,04
008259,EDUCATORS OF BEAUTY,STERLING,IL,I,17
008263,AWARD BEAUTY SCHOOL,HAGERSTOWN,MD,I,24
008276,BRYANT & STRATTON COLLEGE - SYRACUSE,SYRACUSE,NY,I,36
008278,TERRA COMMUNITY COLLEGE,FREMONT,OH,I,39
008284,MITCHELL TECHNICAL INSTITUTE,MITCHELL,SD,I,46
008285,SOUTHEAST TECHNICAL INST,SIOUX FALLS,SD,I,46
008298,INDIAN HILLS COMMUNITY COLLEGE,OTTUMWA,IA,I,19
008303,GATEWAY COMMUNITY COLLEGE,PHOENIX,AZ,I,04
008304,SCOTTSDALE COMMUNITY COLLEGE,SCOTTSDALE,AZ,I,04
008308,CECIL COLLEGE,NORTH EAST,MD,I,24
008310,AUBURN UNIVERSITY-MONTGOMERY,MONTGOMERY,AL,I,01
008329,ITT TECHNICAL INSTITUTE,FORT WAYNE,IN,I,18
008350,ART INSTITUTE OF PHILADELPHIA,PHILADELPHIA,PA,I,42
008353,LINCOLN COLLEGE OF TECHNOLOGY - GRAND PR,GRAND PRAIRIE,TX,I,48
008355,JAMES RUMSEY TECHNICAL INSTITUTE,MARTINSBURG,WV,I,54
008404,BROOKDALE COMMUNITY COLLEGE,LINCROFT,NJ,I,34
008424,LA JAMES INTERNATIONAL COLLEGE,FORT DODGE,IA,I,19
008443,ITT TECHNICAL INSTITUTE - SEATTLE,SEATTLE,WA,I,53
008466,SOUTHWESTERN COMMUNITY COLLEGE,SYLVA,NC,I,37
008491,PURDUE UNIVERSITY GLOBAL - OMAHA,OMAHA,NE,I,31
008492,ALEGENT HEALTH SCHOOLS,OMAHA,NE,I,31
008494,HO HO KUS SCHL OF TRADE & TECH SCIENCES,PATERSON,NJ,I,34
008495,JAMESTOWN BUSINESS COLLEGE,JAMESTOWN,NY,I,36
008501,RASMUSSEN COLLEGE - OCALA,OCALA,FL,I,12
008503,MOUNTAIN VIEW COLLEGE,DALLAS,TX,I,48
008504,RICHLAND COLLEGE,DALLAS,TX,I,48
008510,EASTFIELD COLLEGE,MESQUITE,TX,I,48
008512,"UNIVERSITY OF THE WEST INDIES, MONA CAMP",KINGSTON,FC,I,
008537,CONCORDE CAREER INSTITUTE,SAN BERNARDINO,CA,I,06
008543,ATLANTA TECHNICAL COLLEGE,ATLANTA,GA,I,13
008545,STAUTZENBERGER COLLEGE - ROCKFORD CAREER,ROCKFORD,IL,I,17
008552,STEVENS INSTITUTE OF BUSINESS & ARTS,ST LOUIS,MO,I,29
008556,BERKELEY COLLEGE,NEW YORK,NY,I,36
008557,NASH COMMUNITY COLLEGE,ROCKY MOUNT,NC,I,37
008558,BEAUFORT COUNTY COMMUNITY COLLEGE,WASHINGTON,NC,I,37
008568,VET TECH INSTITUTE,PITTSBURGH,PA,I,42
008596,WEST LOS ANGELES COLLEGE,CULVER CITY,CA,I,06
008597,FEATHER RIVER COLLEGE,QUINCY,CA,I,06
008609,RABBINICAL COLLEGE OF AMERICA,MORRISTOWN,NJ,I,34
008611,"CUNY, HOSTOS CMTY COLLEGE",BRONX,NY,I,36
008612,ROBESON COMMUNITY COLLEGE,LUMBERTON,NC,I,37
008613,ROANOKE-CHOWAN COMMUNITY COLLEGE,AHOSKIE,NC,I,37
008614,RABBINICAL CLG BOBOVER YESHIVA BNEI,BROOKLYN,NY,I,36
008635,IBMC COLLEGE,COLORADO SPRINGS,CO,I,08
008655,GENESIS CAREER COLLEGE,COOKEVILLE,TN,I,47
008658,O'BRIENS AVEDA INSTITUTE,WILLISTON,VT,I,50
008659,LORD FAIRFAX COMMUNITY COLLEGE,MIDDLETOWN,VA,I,51
008660,GERMANNA COMMUNITY COLLEGE,LOCUST GROVE,VA,I,51
008661,SOUTHSIDE VIRGINIA CMTY CLG,ALBERTA,VA,I,51
008677,NORTHWEST STATE COMMUNITY COLLEGE,ARCHBOLD,OH,I,39
008680,MTI COLLEGE,SACRAMENTO,CA,I,06
008694,RASMUSSEN COLLEGE - ST. CLOUD,SAINT CLOUD,MN,I,27
008788,STATE UNIVERSITY OF NEW YORK STUDENT LOA,ALBANY,NY,I,36
008815,UNIVERSITY OF PITTSBURGH,PITTSBURGH,PA,I,42
008848,WARNER UNIVERSITY,LAKE WALES,FL,I,12
008849,PALM BEACH ATLANTIC UNIVERSITY,WEST PALM BEACH,FL,I,12
008854,NEW MEXICO STATE UNIV-GRANTS,GRANTS,NM,I,35
008855,EDGECOMBE COMMUNITY COLLEGE,TARBORO,NC,I,37
008859,JOHN A GUPTON COLLEGE,NASHVILLE,TN,I,47
008860,SIT,BRATTLEBORO,VT,I,50
008862,EAST CENTRAL COLLEGE,UNION,MO,I,29
008863,WALTERS STATE COMMUNITY COLLEGE,MORRISTOWN,TN,I,47
